"","Brand","Country","Whiskies","Votes","Rating","WB Ranking",""
"491","Blackstone","",15,12,73.6,"F",NA
"492","Blackwater Distillery","Ireland",2,1,87.83,"C",NA
"493","Blackwood","Ireland",5,4,63,"G",NA
"494","Blackwoods","Canada",1,1,33.5,"G",NA
"495","Blade and Bow","United States",3,2,83.42,"D",NA
"496","Bladnoch","Scotland",710,455,84.72,"D",NA
"497","Blainrow","Scotland",1,1,78,"E",NA
"498","Blair Athol","Scotland",479,368,85.15,"C",NA
"499","Blair Macritchie","Scotland",4,NA,NA,"G",NA
"500","Blairfindy","Scotland",42,27,87.64,"C",NA
"501","Blairfindy Moor","Scotland",1,1,87.2,"C",NA
"502","Blairmhor","Scotland",9,4,77.26,"E",NA
"503","Blanco Basura","United States",1,NA,NA,"G",NA
"504","Blanton's","United States",497,217,84.47,"D",NA
"505","Blarney Stone","Ireland",1,1,69,"G",NA
"506","Blaue Maus","Germany",23,10,67.03,"G",NA
"507","Blend 285","Thailand",1,1,75,"E",NA
"508","Blend Malt","Scotland",2,2,84.18,"D",NA
"509","Blend No. 888","Scotland",1,1,78.33,"E",NA
"510","Blend Scotch Whisky","Scotland",2,1,85.67,"C",NA
"511","Blended Grain","Scotland",2,NA,NA,"G",NA
"512","Blended Malt","Scotland",23,20,84.67,"D",NA
"513","Blended Malt Scotch Whisky","Scotland",48,39,85.16,"C",NA
"514","Blended Malt Whisky","Scotland",4,3,81.83,"D",NA
"515","Blended Reserve Andrew","Scotland",1,NA,NA,"G",NA
"516","Blended Scotch","Scotland",1,1,89,"C",NA
"517","Blended Scotch Whisky","Scotland",31,24,85.91,"C",NA
"518","Blended Whisky","",1,NA,NA,"G",NA
"519","Bliesgau","Germany",2,1,86.33,"C",NA
"520","Blood Oath","United States",4,3,86.6,"C",NA
"521","Bloodline","United States",1,NA,NA,"G",NA
"522","Blue Flame Spirits","United States",2,NA,NA,"G",NA
"523","Blue Hanger","Scotland",12,9,85.61,"C",NA
"524","Blue Heritage","India",NA,NA,NA,"G",NA
"525","Blue Hill","United States",3,NA,NA,"G",NA
"526","Blue Hills","United States",1,NA,NA,"G",NA
"527","Blue Monkey","United Kingdom",NA,NA,NA,"G",NA
"528","Blue Moon","Scotland",1,NA,NA,"G",NA
"529","Blue Spirits","United States",4,NA,NA,"G",NA
"530","Blue Star","United States",1,NA,NA,"G",NA
"531","Blue State","United States",2,NA,NA,"G",NA
"532","Board's Verdict","India",1,NA,NA,"G",NA
"533","Böckl","Austria",4,3,69,"G",NA
"534","Bodach - Aislig","Scotland",2,1,87.64,"C",NA
"535","Bodding Lokn","Austria",4,2,84.25,"D",NA
"536","Bofet","Germany",1,1,87,"C",NA
"537","Bohemian Club","Scotland",1,NA,NA,"G",NA
"538","Boldizar","Germany",1,1,72,"F",NA
"539","Bombastic Betty","Scotland",1,1,84.83,"D",NA
"540","Bomberger's","United States",2,1,87,"C",NA
"541","Bond & Lillard","United States",1,NA,NA,"G",NA
"542","Bond 7","Kenya",3,1,70,"F",NA
"543","Bonded Beam","United States",3,1,88,"C",NA
"544","Bonnie and Clyde","Scotland",2,NA,NA,"G",NA
"545","Bonnie Banks","Scotland",NA,NA,NA,"G",NA
"546","Bonnie Charlie","United Kingdom",NA,NA,NA,"G",NA
"547","Bonnie Clyde","Scotland",3,3,82.17,"D",NA
"548","Bonnie's","Scotland",1,NA,NA,"G",NA
"549","Booker's","United States",94,64,86.15,"C",NA
"550","Booker's Rye","United States",1,1,90.43,"B",NA
"551","Boondocks","United States",1,NA,NA,"G",NA
"552","Boone's Knoll","United States",2,1,85,"C",NA
"553","Bootlegger","United States",2,NA,NA,"G",NA
"554","Border","United States",1,NA,NA,"G",NA
"555","Borders","Scotland",2,2,77,"E",NA
"556","Bosch-Edelbrand","Germany",4,2,69.65,"G",NA
"557","Boston Club","Japan",3,1,83,"D",NA
"558","Bottoms-Up","Scotland",1,NA,NA,"G",NA
"559","Bounty Hunter","United States",2,1,91.5,"B",NA
"560","Bourbon 30","United States",1,NA,NA,"G",NA
"561","Bourbon Brook","United States",1,NA,NA,"G",NA
"562","Bourbon de Luxe","United States",5,1,81,"D",NA
"563","Bourbon Royal","United States",1,NA,NA,"G",NA
"564","Bourbon Rubenesque","United States",1,NA,NA,"G",NA
"565","Bourbon Supreme","United States",6,3,84.5,"D",NA
"566","Bourbon Valley","United States",4,NA,NA,"G",NA
"567","Bourbon Whiskey","United States",3,2,80.75,"D",NA
"568","Bow Street Distillery","Ireland",2,2,92.21,"B",NA
"569","Bowen's","United States",3,2,85.5,"C",NA
"570","Bower Hill","United States",4,2,82.5,"D",NA
"571","Bowman Brothers","United States",2,2,83.75,"D",NA
"572","Bowmore","Scotland",2679,2041,86.95,"C",NA
"573","Box","Sweden",99,69,83.18,"D",NA
"574","Boyne","Ireland",5,5,84.77,"D",NA
"575","BPVM","",1,1,86,"C",NA
"576","Braeckman Distillers","Belgium",1,1,88.27,"C",NA
"577","Braemar","Scotland",10,NA,NA,"G",NA
"578","Braemar Bunkers","Scotland",3,NA,NA,"G",NA
"579","Braemoray","Scotland",3,1,88,"C",NA
"580","Braes of Glenlivet","Scotland",129,100,85.4,"C",NA
"581","Braeval","Scotland",178,127,83.68,"D",NA
"582","Brandy Cask","Scotland",2,1,85.25,"C",NA
"583","Braon Peat","Scotland",8,7,87.02,"C",NA
"584","Brash Monkey","United States",1,NA,NA,"G",NA
"585","Brauerei Falken","Switzerland",8,7,79.95,"E",NA
"586","Brauerei Monstein","Switzerland",22,7,70.21,"F",NA
"587","Braunstein","Denmark",33,27,79.65,"E",NA
"588","Braymoray","Scotland",1,NA,NA,"G",NA
"589","Breaker","United States",3,1,86,"C",NA
"590","Breath of Islay","Scotland",14,14,86.94,"C",NA
"591","Breath of Speyside","Scotland",12,11,87.63,"C",NA
"592","Breath of the Highlands","Scotland",3,3,88.8,"C",NA
"593","Breath of the Isles","Scotland",8,8,85.74,"C",NA
"594","Breckenridge","United States",5,2,83.03,"D",NA
"595","Breichin","Scotland",1,1,82.5,"D",NA
"596","Breizh","France",2,2,76.75,"E",NA
"597","Brenne","France",5,3,68.47,"G",NA
"598","Brennerei Brehmer-Knauer","Germany",1,NA,NA,"G",NA
"599","Brennerei Kramer","Switzerland",6,3,78.78,"E",NA
"600","Brennerei Ludwig Faber","Germany",1,1,38.67,"G",NA
"601","Brennerei Martin Meier","Germany",3,2,64.17,"G",NA
"602","Breuckelen","United States",4,3,67.83,"G",NA
"603","Briagha Norah","Scotland",1,NA,NA,"G",NA
"604","Brickway","United States",1,NA,NA,"G",NA
"605","Bridge of Allan","Scotland",1,NA,NA,"G",NA
"606","Bridge of Avon","Scotland",3,3,88.54,"C",NA
"607","Brig o' Banff","Scotland",2,NA,NA,"G",NA
"608","Brigantia","Germany",9,8,79.91,"E",NA
"609","Brigg's","Scotland",1,1,78.5,"E",NA
"610","Bristol Vat","Scotland",2,NA,NA,"G",NA
"611","Britannia","Scotland",7,3,76.67,"E",NA
"612","Broadbent","United States",1,NA,NA,"G",NA
"613","Brodgar","Scotland",4,3,86.67,"C",NA
"614","Brodick Golf Club","Scotland",1,NA,NA,"G",NA
"615","Brodie's","Scotland",1,NA,NA,"G",NA
"616","Brogans Legacy","Ireland",2,2,82.25,"D",NA
"617","Broger","Austria",12,11,60.81,"G",NA
"618","Broken Bell","United States",1,NA,NA,"G",NA
"619","Broker's Finest","Scotland",1,1,89.88,"C",NA
"620","Brooklandwood","United States",1,NA,NA,"G",NA
"621","Brora","Scotland",234,201,89.77,"C",NA
"622","Brothers in Arms","Ireland",4,4,82.92,"D",NA
"623","Brothership","Ireland",3,NA,NA,"G",NA
"624","Brown-Forman's King","United States",1,NA,NA,"G",NA
"625","Bruichladdich","Scotland",1655,1281,85.98,"C",NA
"626","Brunschwiler Brennerei","Switzerland",6,3,75,"E",NA
"627","Brut de Fût","Japan",1,1,85.86,"C",NA
"628","Brutus","Scotland",1,NA,NA,"G",NA
"629","Brænderiet Limfjorden","Denmark",1,NA,NA,"G",NA
"630","Buain Mhoine","Scotland",2,2,42.1,"G",NA
"631","buair an diabhail of Islay","Scotland",19,19,87.56,"C",NA
"632","Buccaneer","Scotland",1,NA,NA,"G",NA
"633","Buchanan's","Scotland",21,10,80.15,"D",NA
"634","Bucheggberger","Switzerland",12,4,79.42,"E",NA
"635","Büchold Castle","Germany",1,NA,NA,"G",NA
"636","Buck","United States",1,1,81,"D",NA
"637","Buck Jones","United States",1,NA,NA,"G",NA
"638","Buckeye Bourbon","United States",1,NA,NA,"G",NA
"639","Buckie Lugger","Scotland",1,NA,NA,"G",NA
"640","Buckie Thistle","Scotland",NA,NA,NA,"G",NA
"641","Buckwheat","United States",1,1,78,"E",NA
"642","Buechibärger Whiskey","Switzerland",9,2,83,"D",NA
"643","Buffalo Bill","United States",2,1,79,"E",NA
"644","Buffalo Sharp","United States",2,NA,NA,"G",NA
"645","Buffalo Trace","United States",167,65,81.42,"D",NA
"646","Bull Head","United States",2,1,84,"D",NA
"647","Bulleit","United States",25,17,81,"D",NA
"648","Bulloch Lade's","Scotland",7,2,78,"E",NA
"649","Bully Boy Distillers","United States",4,1,80,"D",NA
"650","Bunnahabhain","Scotland",2002,1596,86.4,"C",NA
"651","Bunratty","Ireland",7,2,35.63,"G",NA
"652","Burberrys'","Scotland",9,2,77.5,"E",NA
"653","Burgdorfer","Switzerland",8,3,71.83,"F",NA
"654","Burgenwhisky","Germany",1,NA,NA,"G",NA
"655","Burke & Barry","Scotland",3,1,70,"F",NA
"656","Burke's","Ireland",7,4,87.29,"C",NA
"657","Burn of Speyside","Scotland",3,3,81.08,"D",NA
"658","Burn Stewart","Scotland",4,2,79,"E",NA
"659","Bùrn-Taobh","Scotland",1,1,86.71,"C",NA
"660","Burns Heritage","Scotland",2,NA,NA,"G",NA
"661","Burns Nectar","Scotland",3,1,64,"G",NA
"662","Burns Night","Scotland",1,1,84,"D",NA
"663","Burnside","Scotland",47,38,86.35,"C",NA
"664","Burnside Bourbon","United States",2,2,78.13,"E",NA
"665","Bush Pilot's","Canada",1,NA,NA,"G",NA
"666","Bushmills","Ireland",229,140,82.74,"D",NA
"667","Butcher's","United States",1,1,83,"D",NA
"668","Butterfly Temptations","Scotland",1,1,82.5,"D",NA
"669","C&J McDonald's","Scotland",7,NA,NA,"G",NA
"670","C.E.O.","Canada",1,NA,NA,"G",NA
"671","Cabin Fever","United States",1,1,72,"F",NA
"672","Cabin Still","United States",9,4,78.69,"E",NA
"673","Cabrach","Scotland",1,NA,NA,"G",NA
"674","Cache Creek","United States",1,NA,NA,"G",NA
"675","Caermory","Scotland",3,2,85.67,"C",NA
"676","Café Z","Germany",1,1,86.5,"C",NA
"677","Cailleach","Scotland",5,4,83.63,"D",NA
"678","Cairn Guish","Scotland",1,1,88,"C",NA
"679","Cairngorm Whisky Centre","Scotland",2,NA,NA,"G",NA
"680","Cairngorm's Dew","Scotland",1,1,76,"E",NA
"681","Cairnleigh","Scotland",1,1,79,"E",NA
"682","Cairnluish","Scotland",2,2,68,"G",NA
"683","Cairns","Scotland",3,1,80,"D",NA
"684","Calchou","Scotland",2,2,85,"C",NA
"685","Caldera","Canada",2,1,83,"D",NA
"686","Caledonian","Scotland",72,49,86.68,"C",NA
"687","Calumet Farm","United States",3,1,84.38,"D",NA
"688","Calvert Extra","United States",2,1,78,"E",NA
"689","Cambus","Scotland",116,85,85.09,"C",NA
"690","Cameo","Scotland",2,NA,NA,"G",NA
"691","Cameron","Scotland",1,NA,NA,"G",NA
"692","Cameron's","Scotland",4,1,75.5,"E",NA
"693","Cameronbridge","Scotland",145,107,84.67,"D",NA
"694","Camp 1805","United States",2,NA,NA,"G",NA
"695","Campbell's","Scotland",10,1,85,"C",NA
"696","Campbeltown","Scotland",5,4,88.13,"C",NA
"697","Campbeltown Blended Malt","Scotland",21,19,86.98,"C",NA
"698","Campbeltown Commemoration","Scotland",24,24,82.56,"D",NA
"699","Campbeltown Loch","Scotland",21,15,82.35,"D",NA
"700","Campbeltown Malt Scotch Whisky","Scotland",2,2,89,"C",NA
"701","Campbeltown PBS","Scotland",3,3,85.83,"C",NA
"702","Campbeltown Region","Scotland",1,1,82.55,"D",NA
"703","Campbeltown Row","Scotland",1,1,89,"C",NA
"704","Canada House","Canada",1,NA,NA,"G",NA
"705","Canadian","Canada",1,1,58,"G",NA
"706","Canadian Club","Canada",68,38,76.22,"E",NA
"707","Canadian Leaf","Canada",1,NA,NA,"G",NA
"708","Canadian Mist","Canada",6,4,58.88,"G",NA
"709","Canadian Mountains","Canada",1,1,82,"D",NA
"710","Canadian Registry","Canada",1,NA,NA,"G",NA
"711","Canadian Rockies","Canada",1,1,86,"C",NA
"712","Canadian Rye","Canada",1,NA,NA,"G",NA
"713","Canadian Silk","Canada",1,NA,NA,"G",NA
"714","Canadian Special Old","Canada",1,1,65,"G",NA
"715","Canadian Tippers","Canada",2,1,46,"G",NA
"716","Canadian VSP","Canada",1,NA,NA,"G",NA
"717","Canadian Whiskey","Canada",1,1,71,"F",NA
"718","Canadian Whisky","Canada",2,1,82,"D",NA
"719","Candid","Scotland",2,2,83.84,"D",NA
"720","Canto Cask","Scotland",17,12,84.48,"D",NA
"721","Cantoni Bernardo","Scotland",1,1,91.25,"B",NA
"722","Caol Ila","Scotland",3145,2225,86.75,"C",NA
"723","Cap 4","Scotland",1,1,73,"F",NA
"724","Capercaillie","Scotland",2,NA,NA,"G",NA
"725","Caperdonich","Scotland",420,338,87.38,"C",NA
"726","Capital Dram","Scotland",1,NA,NA,"G",NA
"727","Captain Burn's","Scotland",1,NA,NA,"G",NA
"728","Captain Don's","Netherlands Antilles",3,2,65.75,"G",NA
"729","Carbon Glacier Distillery","United States",3,NA,NA,"G",NA
"730","Cardhu","Scotland",126,83,82.24,"D",NA
"731","Caribou Crossing","Canada",2,1,86.5,"C",NA
"732","Carl T.","United States",1,NA,NA,"G",NA
"733","Carlingford","Ireland",1,1,78.5,"E",NA
"734","Carlton","Scotland",3,2,78,"E",NA
"735","Carlyles' VAT","Scotland",1,NA,NA,"G",NA
"736","Carnaby St.","Scotland",10,1,86,"C",NA
"737","Carnegie's","Scotland",1,NA,NA,"G",NA
"738","Carraig Dubh","Scotland",1,1,87,"C",NA
"739","Carsebridge","Scotland",75,55,87.12,"C",NA
"740","Cascade","United States",1,NA,NA,"G",NA
"741","Cask & Smoke","United States",1,NA,NA,"G",NA
"742","Cask Force","Scotland",1,1,85,"C",NA
"743","Cask Islay","Scotland",7,7,82.28,"D",NA
"744","Cask Orkney","Scotland",1,1,87.21,"C",NA
"745","Caskieben","Scotland",2,1,89,"C",NA
"746","Cassidy's","Ireland",2,1,77,"E",NA
"747","Cassius Clay","United States",1,1,85.75,"C",NA
"748","Castle Pride","Scotland",3,NA,NA,"G",NA
"749","Castle Rock","Scotland",3,1,58.5,"G",NA
"750","Castlebay","Scotland",1,NA,NA,"G",NA
"751","Castlewood","Scotland",1,NA,NA,"G",NA
"752","Catdaddy","United States",1,NA,NA,"G",NA
"753","Cathead Distillery","United States",1,NA,NA,"G",NA
"754","Catoctin Creek","United States",18,7,76.77,"E",NA
"755","Catskill","United States",2,1,85,"C",NA
"756","Catto","Scotland",3,3,83.13,"D",NA
"757","Catto's","Scotland",16,7,78.74,"E",NA
"758","Cavalier","Scotland",1,NA,NA,"G",NA
"759","Cavanagh","Ireland",1,NA,NA,"G",NA
"760","Cave Aquila","",1,1,84.67,"D",NA
"761","Cawdordew","Scotland",2,1,90,"B",NA
"762","Cearban","Scotland",1,1,70,"F",NA
"763","Cedar Brook","United States",3,1,89,"C",NA
"764","Cedar Ridge","United States",6,1,83,"D",NA
"765","Celebration","Scotland",4,NA,NA,"G",NA
"766","CELP","Scotland",3,3,77.57,"E",NA
"767","Celtic","Scotland",12,NA,NA,"G",NA
"768","Celtic Cask","Ireland",24,12,86,"C",NA
"769","Celtic Desire","Netherlands",1,NA,NA,"G",NA
"770","Celtic Poteen","United Kingdom",2,NA,NA,"G",NA
"771","Celtic Whisky","United Kingdom",NA,NA,NA,"G",NA
"772","Celtic Wysgi","United Kingdom",NA,NA,NA,"G",NA
"773","Celtique Connexion","France",22,16,85.88,"C",NA
"774","Centenary Blend","Scotland",2,1,87.33,"C",NA
"775","Central Standard","United States",1,NA,NA,"G",NA
"776","Century Bonded","United States",1,NA,NA,"G",NA
"777","Century Club","United States",1,NA,NA,"G",NA
"778","Chairman's Celebration Reserve","Scotland",1,NA,NA,"G",NA
"779","Chamberlains","Scotland",1,1,84.5,"D",NA
"780","Champion","Cyprus",2,1,78,"E",NA
"781","Chapin & Gore","United States",1,NA,NA,"G",NA
"782","Charbay","United States",8,3,85.61,"C",NA
"783","Charleston","Scotland",1,NA,NA,"G",NA
"784","Charlie Stuart","Scotland",1,NA,NA,"G",NA
"785","Charter Oak","United States",1,1,90,"B",NA
"786","Chattanooga Whiskey","United States",2,NA,NA,"G",NA
"787","Cheers England","Scotland",1,NA,NA,"G",NA
"788","Chequers","Scotland",15,5,83.7,"D",NA
"789","Cherry","Japan",2,2,80.09,"D",NA
"790","Chestnut Farms","United States",1,NA,NA,"G",NA
"791","Chesty Whiskey","United States",2,NA,NA,"G",NA
"792","Chevy Chase","Scotland",1,NA,NA,"G",NA
"793","Chichibu","Japan",209,184,87.39,"C",NA
"794","Chichibu X Hanyu","Japan",1,1,89.33,"C",NA
"795","Chicken Cock","United States",13,3,75,"E",NA
"796","Chicken Hill","Switzerland",14,6,76.75,"E",NA
"797","Chieftain's","Scotland",32,20,87.69,"C",NA
"798","Chieftain's Choice","Scotland",7,6,90.83,"B",NA
"799","Chimera","Scotland",3,2,85.9,"C",NA
"800","Chita","Japan",9,7,81.88,"D",NA
"801","Chivalry","Scotland",1,1,65,"G",NA
"802","Chivas Brothers","Scotland",24,11,85.3,"C",NA
"803","Chivas De Danu","Scotland",1,NA,NA,"G",NA
"804","Chivas Regal","Scotland",110,70,77.64,"E",NA
"805","Choicest Liqueur","Scotland",1,NA,NA,"G",NA
"806","Christmas Malt","Scotland",9,7,85.81,"C",NA
"807","Christopher & Co.","Scotland",1,NA,NA,"G",NA
"808","Churchill","United States",1,NA,NA,"G",NA
"809","Churchill","Scotland",1,NA,NA,"G",NA
"810","Churchill's","Scotland",NA,NA,NA,"G",NA
"811","Churfirsten Brennerei","Switzerland",1,NA,NA,"G",NA
"812","Churtons","Scotland",1,NA,NA,"G",NA
"813","Cill Áirne Cask","Ireland",1,NA,NA,"G",NA
"814","Clachaig","Scotland",1,NA,NA,"G",NA
"815","Cladach","Scotland",1,1,88,"C",NA
"816","Claggain","Scotland",1,NA,NA,"G",NA
"817","Clan Ardroch","Scotland",1,NA,NA,"G",NA
"818","Clan Ben","Scotland",1,NA,NA,"G",NA
"819","Clan Blend","Scotland",2,2,73.5,"F",NA
"820","Clan Campbell","Scotland",33,10,71.3,"F",NA
"821","Clan Denny","Scotland",8,7,84.8,"D",NA
"822","Clan Fraser","Scotland",3,2,75,"E",NA
"823","Clan Gold","Scotland",4,1,75,"E",NA
"824","Clan House","Scotland",1,1,75,"E",NA
"825","Clan MacGregor","Scotland",14,6,68.25,"G",NA
"826","Clan More","Scotland",1,1,84,"D",NA
"827","Clan Murdock","Scotland",2,NA,NA,"G",NA
"828","Clan Murray","Scotland",2,2,72,"F",NA
"829","Clan Northe","Scotland",1,NA,NA,"G",NA
"830","Clan Robertson","Scotland",2,NA,NA,"G",NA
"831","Clan Tartan","Scotland",1,NA,NA,"G",NA
"832","Clandestine","Scotland",1,1,86.85,"C",NA
"833","Clansman","Scotland",2,1,72,"F",NA
"834","Claravallis","Austria",1,NA,NA,"G",NA
"835","Clarke's","United States",6,5,67.93,"G",NA
"836","Classic","Scotland",2,1,85.06,"C",NA
"837","Classic Campbeltown","Scotland",2,2,85.65,"C",NA
"838","Classic Highland","Scotland",1,1,80,"D",NA
"839","Classic Islay","Scotland",2,2,82.17,"D",NA
"840","Classic Lowland","Scotland",1,NA,NA,"G",NA
"841","Classic of Islay","Scotland",181,156,86.16,"C",NA
"842","Clementine","United States",1,NA,NA,"G",NA
"843","Cleveland","United States",12,4,80.96,"D",NA
"844","Clifton Moore","Scotland",3,NA,NA,"G",NA
"845","Climax","United States",2,NA,NA,"G",NA
"846","Cloc Whisky","Denmark",2,1,79,"E",NA
"847","Cloch Fhealsúnaí","Ireland",1,1,82,"D",NA
"848","Clonakilty","Ireland",2,2,84.42,"D",NA
"849","Clonmel","Ireland",2,2,83,"D",NA
"850","Clontarf","Ireland",23,16,72.03,"F",NA
"851","Club 45","Scotland",3,NA,NA,"G",NA
"852","Club 73","France",1,NA,NA,"G",NA
"853","Club 99","Scotland",2,1,70,"F",NA
"854","Club Bourbon","United States",1,NA,NA,"G",NA
"855","Club Deluxe","Scotland",1,NA,NA,"G",NA
"856","Club Man","Scotland",1,NA,NA,"G",NA
"857","Cluny","Scotland",22,7,79.63,"E",NA
"858","Clyde May's","United States",9,4,79.72,"E",NA
"859","Clydebank","Scotland",2,1,64.5,"G",NA
"860","Clynelish","Scotland",1589,1233,86.51,"C",NA
"861","Coal Yard","United States",2,NA,NA,"G",NA
"862","Coburg 1830","Belgium",1,1,81,"D",NA
"863","Cock of the Walk","United States",1,NA,NA,"G",NA
"864","Cockburn","Scotland",5,3,75.11,"E",NA
"865","Cockburns","Scotland",2,2,83.13,"D",NA
"866","Cody Road","United States",8,2,81,"D",NA
"867","Coepenick Collection","Scotland",1,NA,NA,"G",NA
"868","Coeur de Cave","Scotland",3,2,87.58,"C",NA
"869","Cofaidh","Germany",3,1,86,"C",NA
"870","Coillmór","Germany",50,38,70.24,"F",NA
"871","Coilltean","Scotland",6,6,90.67,"B",NA
"872","Coinnich","Scotland",2,2,80.5,"D",NA
"873","Coleburn","Scotland",78,53,86.34,"C",NA
"874","Coleraine","Ireland",2,2,84.34,"D",NA
"875","Colkegan","United States",4,3,82.93,"D",NA
"876","Collabor&tion","United States",2,1,79,"E",NA
"877","Collection Moon","Scotland",2,1,83.33,"D",NA
"878","Collectivum XXVIII","Scotland",1,1,86.91,"C",NA
"879","Collector's Edition","United States",1,NA,NA,"G",NA
"880","Collectors","Scotland",1,NA,NA,"G",NA
"881","Collier and McKeel","United States",2,1,72,"F",NA
"882","Collingwood","Canada",3,2,81.49,"D",NA
"883","Colonel Black","Scotland",1,NA,NA,"G",NA
"884","Colonel E.H. Taylor","United States",16,14,86.96,"C",NA
"885","Colonel J.W. Dodge","United States",1,NA,NA,"G",NA
"886","Colonel Lee","United States",4,2,80,"D",NA
"887","Colonel Randolph","United States",1,NA,NA,"G",NA
"888","Colonial Blend","Scotland",1,NA,NA,"G",NA
"889","Colorado Gold","United States",3,1,75,"E",NA
"890","Columban of Iona","Ireland",1,1,90.68,"B",NA
"891","Columbus","Indonesia",1,NA,NA,"G",NA
"892","Colville","United States",2,NA,NA,"G",NA
"893","Còmhlan","Scotland",5,4,86.15,"C",NA
"894","Coming from Islay","Scotland",4,3,87.63,"C",NA
"895","Commonwealth Games","Scotland",2,1,88.5,"C",NA
"896","Conaill Carnagh","Ireland",1,1,86,"C",NA
"897","Concannon","Ireland",1,1,70.5,"F",NA
"898","Coney Island Carlo","United States",1,NA,NA,"G",NA
"899","Confidential Cask","Scotland",9,9,85.75,"C",NA
"900","Congratulations","Scotland",2,NA,NA,"G",NA
"901","Connacht","Ireland",2,1,82,"D",NA
"902","Connecticut Branford","United States",1,NA,NA,"G",NA
"903","Connemara","Ireland",87,72,82.82,"D",NA
"904","Conrad Hilton","Scotland",1,NA,NA,"G",NA
"905","Conrad's 1874","United States",1,NA,NA,"G",NA
"906","Conroy's","",1,NA,NA,"G",NA
"907","Constantine Stores","United Kingdom",1,1,94,"B",NA
"908","Consulate","Scotland",4,NA,NA,"G",NA
"909","Continental's","United States",1,NA,NA,"G",NA
"910","Convalmore","Scotland",107,80,86.83,"C",NA
"911","Conviction","United States",1,NA,NA,"G",NA
"912","Cooley","Ireland",80,64,85.94,"C",NA
"913","Coomara","Ireland",1,NA,NA,"G",NA
"914","Cooper's Mark","United States",1,NA,NA,"G",NA
"915","Coopers & Lybrand Deloitte","Scotland",1,1,89,"C",NA
"916","Coopers' Craft","United States",1,NA,NA,"G",NA
"917","Coopers' Select","Scotland",1,NA,NA,"G",NA
"918","Cooperstown","United States",2,1,46,"G",NA
"919","Copper Dog","Scotland",1,1,80.67,"D",NA
"920","Copper Fox","United States",3,2,81.31,"D",NA
"921","Copper Run","United States",1,NA,NA,"G",NA
"922","Coppersea","United States",4,1,88,"C",NA
"923","Copperworks","United States",5,1,87,"C",NA
"924","Corbin Cash","United States",1,NA,NA,"G",NA
"925","Corby's","United States",1,NA,NA,"G",NA
"926","Cork Distilleries Co.","Ireland",2,NA,NA,"G",NA
"927","Corn Star","United States",1,NA,NA,"G",NA
"928","Corner Creek","United States",3,3,82.07,"D",NA
"929","Corney & Barrow","Scotland",2,NA,NA,"G",NA
"930","Cornish Moonshine","United Kingdom",5,2,54,"G",NA
"931","Corrour","Scotland",1,NA,NA,"G",NA
"932","Corryhabbie","Scotland",2,2,88,"C",NA
